Test_Point,Actual_Label,Predicted_Label,Correct
125,4.959880,1,Yes
126,2.862299,1,Yes
127,4.929488,1,Yes
128,3.041892,1,Yes
129,3.388234,1,Yes
130,3.329831,1,Yes
131,2.122830,1,Yes
132,3.072985,1,Yes
133,3.231783,1,Yes
134,4.323521,1,Yes
135,2.349539,1,Yes
136,4.400398,1,Yes
137,1.857525,1,Yes
138,1.976868,1,Yes
139,3.978698,1,Yes
140,3.361514,1,Yes
141,3.256628,0,No
142,3.962349,1,Yes
143,4.398511,1,Yes
144,0.980718,1,Yes
145,3.674325,1,Yes
146,2.118364,1,Yes
147,3.495689,1,Yes
148,4.834786,1,Yes
149,0.842019,1,Yes
150,4.506652,1,Yes
151,3.765001,1,Yes
152,4.473845,1,Yes
153,3.197243,1,Yes
154,1.889378,1,Yes
155,3.527115,1,Yes
156,2.058293,1,Yes
157,2.468958,1,Yes
158,1.286642,1,Yes
159,4.037465,1,Yes
160,4.684170,1,Yes
161,1.285904,1,Yes
162,3.349295,1,Yes
163,3.409857,1,Yes
164,3.571537,1,Yes
165,4.245069,1,Yes
166,3.265962,1,Yes
167,1.459188,1,Yes
168,2.929244,1,Yes
169,4.760473,1,Yes
170,1.682799,1,Yes
171,3.154619,1,Yes
172,3.682839,1,Yes
173,1.530300,1,Yes
174,4.785712,1,Yes
175,1.856432,1,Yes
176,3.493814,1,Yes
177,3.255274,1,Yes
178,4.030825,1,Yes
179,2.655015,1,Yes
180,1.721542,1,Yes
181,1.039735,1,Yes
182,1.150962,1,Yes
183,2.734194,1,Yes
184,0.763833,1,Yes
185,0.948779,1,Yes
186,3.460862,1,Yes
187,3.014351,1,Yes
188,0.952595,1,Yes
189,1.619428,1,Yes
190,3.715188,1,Yes
191,2.664391,1,Yes
192,3.683653,1,Yes
193,2.693681,1,Yes
194,3.025565,1,Yes
195,0.851964,1,Yes
196,1.769269,1,Yes
197,3.142002,1,Yes
198,1.759974,1,Yes
199,4.318310,1,Yes
200,1.470039,1,Yes
201,1.247053,1,Yes
202,3.961803,1,Yes
203,4.787043,1,Yes
204,2.650824,1,Yes
205,2.557985,1,Yes
206,0.822960,1,Yes
207,2.541285,1,Yes
208,1.505191,1,Yes
209,1.487130,1,Yes
210,1.098270,1,Yes
211,1.383101,1,Yes
212,4.888764,1,Yes
213,3.418502,1,Yes
214,2.870520,1,Yes
215,4.270500,1,Yes
216,2.765724,1,Yes
217,4.862483,1,Yes
218,1.351960,1,Yes
219,4.057497,1,Yes
220,3.586272,1,Yes
221,1.218594,1,Yes
222,2.841132,1,Yes
223,1.789461,1,Yes
224,2.551772,1,Yes
225,3.609456,1,Yes
226,3.171895,1,Yes
227,2.550998,1,Yes
228,4.848116,1,Yes
229,2.635873,1,Yes
230,3.006221,1,Yes
231,1.614299,1,Yes
232,1.097050,1,Yes
233,3.563496,1,Yes
234,2.055333,1,Yes
235,4.912040,1,Yes
236,4.177909,1,Yes
237,2.363003,1,Yes
238,4.599797,1,Yes
239,4.276168,1,Yes
240,4.172559,1,Yes
241,2.966697,1,Yes
242,3.846946,1,Yes
243,4.864405,1,Yes
244,3.900731,1,Yes
245,4.701911,1,Yes
246,2.409547,1,Yes
247,4.700207,1,Yes
248,0.868927,1,Yes
249,1.818915,1,Yes
250,1.548520,1,Yes
251,0.716949,1,Yes
252,2.704962,1,Yes
253,4.205088,1,Yes
254,3.890195,1,Yes
255,1.357865,1,Yes
256,2.511330,1,Yes
257,4.688472,1,Yes
258,2.344208,1,Yes
259,3.388342,1,Yes
260,0.969531,1,Yes
261,3.225510,1,Yes
262,1.900677,1,Yes
263,1.760229,1,Yes
264,3.628136,1,Yes
265,1.858399,1,Yes
266,3.267198,1,Yes
267,1.744245,1,Yes
268,2.038867,1,Yes
269,0.804967,1,Yes
270,3.847630,1,Yes
271,3.184888,1,Yes
272,2.927055,1,Yes
273,0.978189,1,Yes
274,4.781559,1,Yes
275,3.023264,1,Yes
276,4.602251,1,Yes
277,4.328153,1,Yes
278,2.051952,1,Yes
279,3.305910,1,Yes
280,2.317892,1,Yes
281,3.452929,1,Yes
282,0.842634,1,Yes
283,3.174309,1,Yes
284,1.551770,0,No
285,2.904692,1,Yes
286,1.803959,1,Yes
287,3.664743,1,Yes
288,1.868916,1,Yes
289,4.597094,1,Yes
290,1.956040,1,Yes
291,2.968211,1,Yes
292,3.200178,1,Yes
293,1.836717,0,No
294,1.878622,1,Yes
295,1.095374,1,Yes
296,1.242767,1,Yes
297,3.766695,1,Yes
298,1.798333,1,Yes
299,3.441059,1,Yes
300,2.531451,1,Yes
301,3.270948,1,Yes
302,1.669247,1,Yes
303,4.209703,1,Yes
304,2.197305,1,Yes
305,2.700928,1,Yes
306,1.495691,1,Yes
307,2.250279,1,Yes
308,4.697168,0,No
309,3.549074,1,Yes
310,2.705597,1,Yes
311,1.285278,1,Yes
312,2.108559,1,Yes
313,1.791847,0,No
314,4.511270,1,Yes
315,3.739899,1,Yes
316,2.180519,1,Yes
317,1.415119,1,Yes
318,1.113175,0,No
319,2.176241,1,Yes
320,2.918993,1,Yes
321,4.753964,1,Yes
322,1.820634,1,Yes
323,1.009522,1,Yes
324,3.811513,1,Yes
325,4.595589,1,Yes
326,4.051868,1,Yes
327,2.530410,1,Yes
328,4.263014,1,Yes
329,2.363849,1,Yes
330,0.741328,1,Yes
331,2.906058,1,Yes
332,1.700053,1,Yes
333,2.048435,1,Yes
334,3.695151,1,Yes
335,4.219755,1,Yes
336,1.862021,1,Yes
337,4.318483,1,Yes
338,2.812832,1,Yes
339,0.731830,1,Yes
340,4.038030,1,Yes
341,2.227609,1,Yes
342,2.397232,1,Yes
343,0.949357,1,Yes
344,1.884741,0,No
345,4.374405,1,Yes
346,1.303471,1,Yes
347,2.753323,1,Yes
348,2.571064,1,Yes
349,4.146864,1,Yes
350,1.380286,1,Yes
351,2.497995,1,Yes
352,3.912364,1,Yes
353,2.468469,1,Yes
354,4.961245,1,Yes
355,2.793946,1,Yes
356,3.037285,1,Yes
357,2.989073,1,Yes
358,4.138358,1,Yes
359,2.127547,1,Yes
360,2.841196,1,Yes

Classification Summary:
Total test points: 360
Correct predictions: 350
Incorrect predictions: 10
Accuracy: 97.22%
K value used: 10
Threshold value: 0.00
